CreatedDate,pm25_1201240072,pm10_1201240072,co2_1201240072,voc_1201240072
30-04-2024 12:00,25,72,448,184
30-04-2024 13:00,23,67.5,453.5,154
30-04-2024 14:00,22,63.5,444,127
30-04-2024 15:00,21.5,62,441.5,58
30-04-2024 16:00,21,59,425.5,13
30-04-2024 17:00,21,58.5,436.5,62.5
30-04-2024 18:00,35.5,88,431,320.5
30-04-2024 19:00,27.5,75.5,440,411.5
30-04-2024 20:00,31.5,86,466,1909.5
30-04-2024 21:00,35,96,614.5,4124.5
30-04-2024 22:00,44.5,122.5,577.5,4529
30-04-2024 23:00,56.5,153.5,566,5479.5
