CreatedDate,pm25_Piyush: Living room ,pm10_Piyush: Living room ,aqi_Piyush: Living room 
03-05-2024 16:15,30,69,69
03-05-2024 16:30,29,65,65
03-05-2024 16:45,30,69,69
03-05-2024 17:00,31,75,75
03-05-2024 17:15,30,68,68
03-05-2024 17:30,29,66,66
03-05-2024 17:45,27,61,61
03-05-2024 18:00,27,57,57
03-05-2024 18:15,32,81,81
03-05-2024 18:30,48,144,129
03-05-2024 18:45,155,370,327
03-05-2024 19:00,146,365,320
03-05-2024 19:15,109,303,263
03-05-2024 19:30,91,276,226
03-05-2024 19:45,81,261,211
03-05-2024 20:00,77,256,206
03-05-2024 20:15,75,251,201
03-05-2024 20:30,72,244,196
03-05-2024 20:45,72,245,197
03-05-2024 21:00,68,230,187
03-05-2024 21:15,64,213,175
03-05-2024 21:30,64,211,174
03-05-2024 21:45,62,203,169
03-05-2024 22:00,60,191,161
03-05-2024 22:15,59,190,160
03-05-2024 22:30,61,199,166
03-05-2024 22:45,65,215,177
03-05-2024 23:00,67,224,183
03-05-2024 23:15,70,236,191
03-05-2024 23:30,70,236,191
03-05-2024 23:45,69,233,189
04-05-2024 00:00,67,225,183
04-05-2024 00:15,65,217,178
04-05-2024 00:30,62,202,168
04-05-2024 00:45,58,186,157
04-05-2024 01:00,56,176,151
04-05-2024 01:15,54,168,145
04-05-2024 01:30,52,163,142
04-05-2024 01:45,52,159,139
04-05-2024 02:00,51,156,137
04-05-2024 02:15,49,148,132
04-05-2024 02:30,49,145,130
04-05-2024 02:45,47,140,127
04-05-2024 03:00,47,137,125
04-05-2024 03:15,47,141,127
04-05-2024 03:30,48,144,129
04-05-2024 03:45,48,142,128
04-05-2024 04:00,49,147,131
04-05-2024 04:15,49,146,131
04-05-2024 04:30,48,142,128
04-05-2024 04:45,48,144,129
04-05-2024 05:00,50,151,134
04-05-2024 05:15,53,167,145
04-05-2024 05:30,53,164,143
04-05-2024 05:45,53,164,143
04-05-2024 06:00,55,172,148
04-05-2024 06:15,58,184,156
04-05-2024 06:30,71,236,191
04-05-2024 06:45,86,269,219
04-05-2024 07:00,102,292,242
04-05-2024 07:15,113,310,277
04-05-2024 07:30,125,330,304
04-05-2024 07:45,124,330,303
04-05-2024 08:00,120,323,300
04-05-2024 08:15,120,322,300
04-05-2024 08:30,114,313,280
04-05-2024 08:45,100,290,240
04-05-2024 09:00,87,271,221
04-05-2024 09:15,80,260,210
04-05-2024 09:30,76,253,203
04-05-2024 09:45,91,276,226
04-05-2024 10:00,94,279,229
04-05-2024 10:15,98,286,236
04-05-2024 10:30,104,295,247
04-05-2024 10:45,104,296,247
04-05-2024 11:00,105,298,250
04-05-2024 11:15,97,285,235
04-05-2024 11:30,87,271,221
04-05-2024 11:45,84,265,215
04-05-2024 12:00,95,281,231
04-05-2024 12:15,87,270,220
04-05-2024 12:30,77,254,204
04-05-2024 12:45,70,235,190
04-05-2024 13:00,230,455,431
04-05-2024 13:15,158,386,345
04-05-2024 13:30,141,359,316
04-05-2024 13:45,131,342,308
04-05-2024 14:00,122,327,302
04-05-2024 14:15,115,314,283
04-05-2024 14:30,108,303,260
04-05-2024 14:45,100,289,239
04-05-2024 15:00,91,276,226
04-05-2024 15:15,86,270,220
04-05-2024 15:30,81,262,212
04-05-2024 15:45,79,259,209
04-05-2024 16:00,73,245,197
04-05-2024 16:15,64,215,177
04-05-2024 16:30,58,183,155
04-05-2024 16:45,55,172,148
04-05-2024 17:00,52,160,140
04-05-2024 17:15,49,146,131
04-05-2024 17:30,47,140,127
04-05-2024 17:45,46,133,122
04-05-2024 18:00,48,144,129
04-05-2024 18:15,47,140,127
04-05-2024 18:30,50,150,133
04-05-2024 18:45,49,149,133
04-05-2024 19:00,50,153,135
04-05-2024 19:15,49,146,131
04-05-2024 19:30,46,135,123
04-05-2024 19:45,46,134,123
04-05-2024 20:00,269,483,466
04-05-2024 20:15,176,404,368
04-05-2024 20:30,141,360,316
04-05-2024 20:45,126,333,305
04-05-2024 21:00,118,318,293
04-05-2024 21:15,110,306,267
04-05-2024 21:30,99,288,238
04-05-2024 21:45,90,275,225
04-05-2024 22:00,84,266,216
04-05-2024 22:15,83,265,215
04-05-2024 22:30,81,262,212
04-05-2024 22:45,81,261,211
04-05-2024 23:00,82,263,213
04-05-2024 23:15,83,264,214
04-05-2024 23:30,84,265,215
04-05-2024 23:45,83,264,214
05-05-2024 00:00,84,265,215
05-05-2024 00:15,82,263,213
05-05-2024 00:30,81,262,212
05-05-2024 00:45,80,260,210
05-05-2024 01:00,80,260,210
05-05-2024 01:15,78,257,207
05-05-2024 01:30,78,256,206
05-05-2024 01:45,77,255,205
05-05-2024 02:00,77,254,204
05-05-2024 02:15,75,252,202
05-05-2024 02:30,76,254,204
05-05-2024 02:45,76,253,203
05-05-2024 03:00,75,252,202
05-05-2024 03:15,75,251,201
05-05-2024 03:30,74,249,199
05-05-2024 03:45,73,247,198
05-05-2024 04:00,72,246,197
05-05-2024 04:15,72,245,197
05-05-2024 04:30,71,242,195
05-05-2024 04:45,70,238,192
05-05-2024 05:00,72,243,195
05-05-2024 05:15,71,241,194
05-05-2024 05:30,72,243,195
05-05-2024 05:45,74,248,199
05-05-2024 06:00,72,244,196
05-05-2024 06:15,73,248,199
05-05-2024 06:30,80,259,209
05-05-2024 06:45,91,276,226
05-05-2024 07:00,99,287,237
05-05-2024 07:15,108,302,260
05-05-2024 07:30,126,333,305
05-05-2024 07:45,174,402,365
05-05-2024 08:00,193,423,391
05-05-2024 08:15,200,430,400
05-05-2024 08:30,207,438,410
05-05-2024 08:45,214,446,420
05-05-2024 09:00,231,465,444
05-05-2024 09:15,230,465,444
05-05-2024 09:30,212,443,416
05-05-2024 09:45,183,412,378
05-05-2024 10:00,148,372,328
05-05-2024 10:15,138,355,314
05-05-2024 10:30,134,348,311
05-05-2024 10:45,141,360,316
05-05-2024 11:00,128,337,306
05-05-2024 11:15,116,315,287
05-05-2024 11:30,109,304,263
05-05-2024 11:45,94,280,230
05-05-2024 12:00,80,260,210
05-05-2024 12:15,74,247,198
05-05-2024 12:30,96,280,230
05-05-2024 12:45,114,314,280
05-05-2024 13:00,63,205,170
05-05-2024 13:15,51,154,136
05-05-2024 13:30,45,130,120
05-05-2024 13:45,43,123,115
05-05-2024 14:00,42,116,111
05-05-2024 14:15,40,108,105
05-05-2024 14:30,37,98,98
05-05-2024 14:45,38,101,101
05-05-2024 15:00,35,91,91
05-05-2024 15:15,33,85,85
05-05-2024 15:30,32,80,80
05-05-2024 15:45,30,71,71
05-05-2024 16:00,29,68,68
05-05-2024 16:15,28,63,63
05-05-2024 16:30,28,62,62
05-05-2024 16:45,29,65,65
05-05-2024 17:00,29,68,68
05-05-2024 17:15,29,66,66
05-05-2024 17:30,28,62,62
05-05-2024 17:45,27,59,59
05-05-2024 18:00,27,58,58
05-05-2024 18:15,27,58,58
05-05-2024 18:30,28,62,62
05-05-2024 18:45,,,
05-05-2024 19:00,,,
05-05-2024 19:15,,,
05-05-2024 19:30,,,
05-05-2024 19:45,,,
05-05-2024 20:00,,,
05-05-2024 20:15,,,
05-05-2024 20:30,,,
05-05-2024 20:45,189,418,385
05-05-2024 21:00,,,
05-05-2024 21:15,,,
05-05-2024 21:30,251,487,471
05-05-2024 21:45,,,
05-05-2024 22:00,,,
05-05-2024 22:15,,,
05-05-2024 22:30,108,302,260
05-05-2024 22:45,,,
05-05-2024 23:00,,,
05-05-2024 23:15,,,
05-05-2024 23:30,,,
05-05-2024 23:45,,,
06-05-2024 00:00,,,
06-05-2024 00:15,,,
06-05-2024 00:30,,,
06-05-2024 00:45,,,
06-05-2024 01:00,,,
06-05-2024 01:15,,,
06-05-2024 01:30,,,
06-05-2024 01:45,,,
06-05-2024 02:00,63,211,174
06-05-2024 02:15,,,
06-05-2024 02:30,,,
06-05-2024 02:45,,,
06-05-2024 03:00,,,
06-05-2024 03:15,,,
06-05-2024 03:30,,,
06-05-2024 03:45,,,
06-05-2024 04:00,,,
06-05-2024 04:15,,,
06-05-2024 04:30,,,
06-05-2024 04:45,,,
06-05-2024 05:00,,,
06-05-2024 05:15,,,
06-05-2024 05:30,,,
06-05-2024 05:45,,,
06-05-2024 06:00,,,
06-05-2024 06:15,,,
06-05-2024 06:30,,,
06-05-2024 06:45,,,
06-05-2024 07:00,,,
06-05-2024 07:15,,,
06-05-2024 07:30,,,
06-05-2024 07:45,,,
06-05-2024 08:00,,,
06-05-2024 08:15,,,
06-05-2024 08:30,,,
06-05-2024 08:45,,,
06-05-2024 09:00,,,
06-05-2024 09:15,,,
06-05-2024 09:30,,,
06-05-2024 09:45,,,
06-05-2024 10:00,,,
06-05-2024 10:15,,,
06-05-2024 10:30,,,
06-05-2024 10:45,,,
06-05-2024 11:00,,,
06-05-2024 11:15,,,
06-05-2024 11:30,,,
06-05-2024 11:45,,,
06-05-2024 12:00,,,
06-05-2024 12:15,,,
06-05-2024 12:30,,,
06-05-2024 12:45,,,
06-05-2024 13:00,,,
06-05-2024 13:15,,,
06-05-2024 13:30,,,
06-05-2024 13:45,,,
06-05-2024 14:00,,,
06-05-2024 14:15,,,
06-05-2024 14:30,,,
06-05-2024 14:45,,,
06-05-2024 15:00,,,
06-05-2024 15:15,,,
06-05-2024 15:30,,,
06-05-2024 15:45,,,
06-05-2024 16:00,,,
06-05-2024 16:15,,,
06-05-2024 16:30,,,
06-05-2024 16:45,,,
06-05-2024 17:00,,,
06-05-2024 17:15,,,
06-05-2024 17:30,,,
06-05-2024 17:45,,,
06-05-2024 18:00,,,
06-05-2024 18:15,,,
06-05-2024 18:30,,,
06-05-2024 18:45,,,
06-05-2024 19:00,,,
06-05-2024 19:15,,,
06-05-2024 19:30,,,
06-05-2024 19:45,,,
06-05-2024 20:00,,,
06-05-2024 20:15,,,
06-05-2024 20:30,,,
06-05-2024 20:45,,,
06-05-2024 21:00,,,
06-05-2024 21:15,,,
06-05-2024 21:30,,,
06-05-2024 21:45,,,
06-05-2024 22:00,,,
06-05-2024 22:15,,,
06-05-2024 22:30,,,
06-05-2024 22:45,,,
06-05-2024 23:00,,,
06-05-2024 23:15,,,
06-05-2024 23:30,,,
06-05-2024 23:45,,,
07-05-2024 00:00,,,
07-05-2024 00:15,,,
07-05-2024 00:30,,,
07-05-2024 00:45,,,
07-05-2024 01:00,,,
07-05-2024 01:15,,,
07-05-2024 01:30,,,
07-05-2024 01:45,,,
07-05-2024 02:00,,,
07-05-2024 02:15,,,
07-05-2024 02:30,,,
07-05-2024 02:45,,,
07-05-2024 03:00,,,
07-05-2024 03:15,,,
07-05-2024 03:30,,,
07-05-2024 03:45,,,
07-05-2024 04:00,,,
07-05-2024 04:15,,,
07-05-2024 04:30,,,
07-05-2024 04:45,,,
07-05-2024 05:00,,,
07-05-2024 05:15,,,
07-05-2024 05:30,,,
07-05-2024 05:45,,,
07-05-2024 06:00,,,
07-05-2024 06:15,,,
07-05-2024 06:30,,,
07-05-2024 06:45,,,
07-05-2024 07:00,,,
07-05-2024 07:15,,,
07-05-2024 07:30,,,
07-05-2024 07:45,,,
07-05-2024 08:00,,,
07-05-2024 08:15,,,
07-05-2024 08:30,,,
07-05-2024 08:45,,,
07-05-2024 09:00,,,
07-05-2024 09:15,,,
07-05-2024 09:30,,,
07-05-2024 09:45,,,
07-05-2024 10:00,,,
07-05-2024 10:15,,,
07-05-2024 10:30,,,
07-05-2024 10:45,,,
07-05-2024 11:00,,,
07-05-2024 11:15,,,
07-05-2024 11:30,,,
07-05-2024 11:45,,,
07-05-2024 12:00,,,
07-05-2024 12:15,,,
07-05-2024 12:30,,,
07-05-2024 12:45,,,
07-05-2024 13:00,,,
07-05-2024 13:15,,,
07-05-2024 13:30,62,203,169
07-05-2024 13:45,56,176,151
07-05-2024 14:00,51,155,137
07-05-2024 14:15,49,148,132
07-05-2024 14:30,49,147,131
07-05-2024 14:45,48,144,129
07-05-2024 15:00,49,149,133
07-05-2024 15:15,48,143,129
07-05-2024 15:30,47,138,125
07-05-2024 15:45,45,129,119
07-05-2024 16:00,43,121,114
07-05-2024 16:15,42,119,113
07-05-2024 16:30,41,114,109
07-05-2024 16:45,41,113,109
07-05-2024 17:00,40,110,107
07-05-2024 17:15,39,106,104
07-05-2024 17:30,40,109,106
07-05-2024 17:45,41,111,107
07-05-2024 18:00,45,129,119
07-05-2024 18:15,48,140,127
07-05-2024 18:30,49,147,131
07-05-2024 18:45,53,164,143
07-05-2024 19:00,54,169,146
07-05-2024 19:15,78,233,189
07-05-2024 19:30,107,300,257
07-05-2024 19:45,208,432,402
07-05-2024 20:00,181,409,374
07-05-2024 20:15,156,383,341
07-05-2024 20:30,139,356,315
07-05-2024 20:45,117,317,290
07-05-2024 21:00,109,303,263
07-05-2024 21:15,102,291,241
07-05-2024 21:30,95,281,231
07-05-2024 21:45,88,272,222
07-05-2024 22:00,84,265,215
07-05-2024 22:15,81,262,212
07-05-2024 22:30,78,257,207
07-05-2024 22:45,75,251,201
07-05-2024 23:00,71,241,194
07-05-2024 23:15,66,219,179
07-05-2024 23:30,64,213,175
07-05-2024 23:45,62,202,168
08-05-2024 00:00,59,189,159
08-05-2024 00:15,60,193,162
08-05-2024 00:30,61,199,166
08-05-2024 00:45,63,208,172
08-05-2024 01:00,63,209,173
08-05-2024 01:15,64,213,175
08-05-2024 01:30,67,224,183
08-05-2024 01:45,68,230,187
08-05-2024 02:00,69,232,188
08-05-2024 02:15,69,232,188
08-05-2024 02:30,68,231,187
08-05-2024 02:45,66,220,180
08-05-2024 03:00,63,208,172
08-05-2024 03:15,62,202,168
08-05-2024 03:30,62,204,169
08-05-2024 03:45,61,198,165
08-05-2024 04:00,60,196,164
08-05-2024 04:15,60,194,163
08-05-2024 04:30,58,186,157
08-05-2024 04:45,57,182,155
08-05-2024 05:00,56,179,153
08-05-2024 05:15,56,178,152
08-05-2024 05:30,56,179,153
08-05-2024 05:45,55,175,150
08-05-2024 06:00,54,168,145
08-05-2024 06:15,52,163,142
08-05-2024 06:30,51,158,139
08-05-2024 06:45,47,136,124
08-05-2024 07:00,46,134,123
08-05-2024 07:15,46,133,122
08-05-2024 07:30,52,159,139
08-05-2024 07:45,62,201,167
08-05-2024 08:00,61,195,163
08-05-2024 08:15,64,212,175
08-05-2024 08:30,61,198,165
08-05-2024 08:45,61,196,164
08-05-2024 09:00,62,202,168
08-05-2024 09:15,66,218,179
08-05-2024 09:30,66,220,180
08-05-2024 09:45,64,212,175
08-05-2024 10:00,64,212,175
08-05-2024 10:15,75,249,199
08-05-2024 10:30,67,223,182
08-05-2024 10:45,64,211,174
08-05-2024 11:00,70,230,187
08-05-2024 11:15,94,274,224
08-05-2024 11:30,77,244,196
08-05-2024 11:45,61,200,167
08-05-2024 12:00,58,185,157
08-05-2024 12:15,56,176,151
08-05-2024 12:30,54,169,146
08-05-2024 12:45,53,165,143
08-05-2024 13:00,60,193,162
08-05-2024 13:15,54,167,145
08-05-2024 13:30,50,152,135
08-05-2024 13:45,48,143,129
08-05-2024 14:00,48,145,130
08-05-2024 14:15,49,149,133
08-05-2024 14:30,49,148,132
08-05-2024 14:45,48,144,129
08-05-2024 15:00,48,143,129
08-05-2024 15:15,48,143,129
08-05-2024 15:30,49,147,131
08-05-2024 15:45,48,142,128
08-05-2024 16:00,47,138,125
08-05-2024 16:15,47,139,126
08-05-2024 16:30,46,134,123
08-05-2024 16:45,45,129,119
08-05-2024 17:00,42,118,112
08-05-2024 17:15,42,117,111
08-05-2024 17:30,39,107,105
08-05-2024 17:45,40,108,105
08-05-2024 18:00,39,106,104
08-05-2024 18:15,46,137,125
08-05-2024 18:30,105,281,250
08-05-2024 18:45,121,325,301
08-05-2024 19:00,93,278,228
08-05-2024 19:15,90,275,225
08-05-2024 19:30,278,488,472
08-05-2024 19:45,282,501,489
08-05-2024 20:00,101,291,241
08-05-2024 20:15,84,267,217
08-05-2024 20:30,78,256,206
08-05-2024 20:45,69,234,189
08-05-2024 21:00,66,221,181
08-05-2024 21:15,60,195,163
08-05-2024 21:30,59,189,159
08-05-2024 21:45,57,179,153
08-05-2024 22:00,56,178,152
08-05-2024 22:15,55,172,148
08-05-2024 22:30,54,169,146
08-05-2024 22:45,50,153,135
08-05-2024 23:00,48,142,128
08-05-2024 23:15,46,133,122
08-05-2024 23:30,45,131,121
08-05-2024 23:45,45,128,119
09-05-2024 00:00,46,131,121
09-05-2024 00:15,44,126,117
09-05-2024 00:30,47,138,125
09-05-2024 00:45,49,149,133
09-05-2024 01:00,49,148,132
09-05-2024 01:15,49,146,131
09-05-2024 01:30,48,140,127
09-05-2024 01:45,46,134,123
09-05-2024 02:00,46,132,121
09-05-2024 02:15,46,131,121
09-05-2024 02:30,44,126,117
09-05-2024 02:45,44,127,118
09-05-2024 03:00,42,119,113
09-05-2024 03:15,42,119,113
09-05-2024 03:30,40,111,107
09-05-2024 03:45,39,106,104
09-05-2024 04:00,40,109,106
09-05-2024 04:15,39,104,103
09-05-2024 04:30,37,98,98
09-05-2024 04:45,37,98,98
09-05-2024 05:00,36,93,93
09-05-2024 05:15,36,93,93
09-05-2024 05:30,36,92,92
09-05-2024 05:45,36,94,94
09-05-2024 06:00,36,94,94
09-05-2024 06:15,36,94,94
09-05-2024 06:30,36,93,93
09-05-2024 06:45,36,92,92
09-05-2024 07:00,35,90,90
09-05-2024 07:15,37,97,97
09-05-2024 07:30,38,100,100
09-05-2024 07:45,37,99,99
09-05-2024 08:00,41,112,108
09-05-2024 08:15,41,114,109
09-05-2024 08:30,41,114,109
09-05-2024 08:45,44,126,117
09-05-2024 09:00,44,127,118
09-05-2024 09:15,46,132,121
09-05-2024 09:30,47,139,126
09-05-2024 09:45,50,151,134
09-05-2024 10:00,53,166,144
09-05-2024 10:15,54,168,145
09-05-2024 10:30,50,154,136
09-05-2024 10:45,53,163,142
09-05-2024 11:00,50,151,134
09-05-2024 11:15,48,143,129
09-05-2024 11:30,48,144,129
09-05-2024 11:45,73,233,189
09-05-2024 12:00,52,163,142
09-05-2024 12:15,54,169,146
09-05-2024 12:30,66,204,169
09-05-2024 12:45,52,161,141
09-05-2024 13:00,51,157,138
09-05-2024 13:15,50,151,134
09-05-2024 13:30,47,137,125
09-05-2024 13:45,44,126,117
09-05-2024 14:00,43,122,115
09-05-2024 14:15,44,124,116
09-05-2024 14:30,48,143,129
09-05-2024 14:45,48,144,129
09-05-2024 15:00,45,128,119
09-05-2024 15:15,43,124,116
09-05-2024 15:30,41,115,110
09-05-2024 15:45,42,118,112
09-05-2024 16:00,42,116,111
09-05-2024 16:15,42,119,113
09-05-2024 16:30,42,117,111
09-05-2024 16:45,42,118,112
09-05-2024 17:00,41,114,109
09-05-2024 17:15,42,117,111
09-05-2024 17:30,41,113,109
09-05-2024 17:45,38,103,102
09-05-2024 18:00,45,130,120
09-05-2024 18:15,93,279,229
09-05-2024 18:30,58,185,157
09-05-2024 18:45,53,165,143
09-05-2024 19:00,52,163,142
09-05-2024 19:15,50,152,135
09-05-2024 19:30,48,142,128
09-05-2024 19:45,49,148,132
