CreatedDate,pm25_Surender: Living room,pm10_Surender: Living room,co2_Surender: Living room,voc_Surender: Living room,temperature_Surender: Living room,humidity_Surender: Living room
23-05-2024 05:00,63.5,196,417,159.5,33,44
23-05-2024 06:00,73,227.5,445,351.5,33,45
23-05-2024 07:00,70.5,223,422,104,33,47.5
23-05-2024 08:00,74,234.5,432,367,33,48.5
23-05-2024 09:00,85,274,444,581.5,32.5,51
23-05-2024 10:00,86.5,287,430,659,32.5,51
23-05-2024 11:00,84.5,282.5,448.5,335.5,31.5,54.5
23-05-2024 12:00,83,280,417.5,128.5,32.5,52.5
23-05-2024 13:00,80,263,415.5,132,33,51
23-05-2024 14:00,78.5,254.5,419.5,58.5,33,50.5
23-05-2024 15:00,77,246,410.5,67,33.5,50
23-05-2024 16:00,69,216.5,408.5,46,34,49
23-05-2024 17:00,80.5,263.5,448.5,410.5,34,47.5
23-05-2024 18:00,70.5,222.5,497.5,573.5,34,43
23-05-2024 19:00,67.5,211,419.5,271.5,34,46.5
23-05-2024 20:00,75.5,243.5,452.5,815.5,34,49.5
23-05-2024 21:00,90.5,292.5,440.5,630,35,46.5
23-05-2024 22:00,78,255,451,606,34.5,47
23-05-2024 23:00,69,216.5,444.5,445,34,46.5
24-05-2024 00:00,67.5,211,418.5,249,34,47
24-05-2024 01:00,69.5,219,412.5,196.5,33.5,48
24-05-2024 02:00,69.5,219,414,258.5,33.5,48.5
24-05-2024 03:00,68.5,216,412,212.5,33,48
24-05-2024 04:00,68.5,217,414,227,33,48
24-05-2024 05:00,70,220.5,417.5,230.5,33,48
24-05-2024 06:00,75,239.5,422,290,33,49
24-05-2024 07:00,79.5,254,445.5,460.5,33,48.5
24-05-2024 08:00,76,243,429.5,200.5,32,52.5
24-05-2024 09:00,75,241,435.5,343.5,32,52
24-05-2024 10:00,78,250.5,469,545,33,49
24-05-2024 11:00,70,220.5,443.5,177,32,51
24-05-2024 12:00,71,224.5,416,123.5,33,50
24-05-2024 13:00,67,209.5,424.5,137.5,32,51
24-05-2024 14:00,68,213.5,426.5,101,33,50.5
24-05-2024 15:00,68.5,215,416.5,115,33,49.5
24-05-2024 16:00,67.5,211.5,414.5,107.5,33.5,49
24-05-2024 17:00,67,210.5,418,104,34,49
24-05-2024 18:00,68.5,216.5,450.5,275,34,47.5
24-05-2024 19:00,77,246,450.5,309.5,34,48
24-05-2024 20:00,77,251.5,444.5,362.5,34,49
24-05-2024 21:00,101.5,317.5,448,508.5,34.5,47.5
24-05-2024 22:00,83.5,280,446,351,34,48.5
24-05-2024 23:00,86.5,288.5,434.5,372.5,34,49
25-05-2024 00:00,89.5,295.5,444,427.5,34,48.5
25-05-2024 01:00,82.5,274.5,422.5,363,34,48.5
25-05-2024 02:00,79,257,431,257,33.5,49
25-05-2024 03:00,83,282,429,576.5,33,50
25-05-2024 04:00,92.5,303,430,658.5,33,50
25-05-2024 05:00,102.5,323,429.5,476,33,50
25-05-2024 06:00,95,308,456,716,33,50.5
25-05-2024 07:00,99,315.5,472.5,524,32,53
25-05-2024 08:00,106,326.5,449.5,290,32.5,52
25-05-2024 09:00,94,306.5,433,253,33,51
25-05-2024 10:00,88.5,294,435.5,156,33,51
25-05-2024 11:00,87.5,290.5,446,207,33,51
25-05-2024 12:00,83.5,281,476,254.5,33,50.5
25-05-2024 13:00,82,273,441,143.5,33,50
25-05-2024 14:00,82,272,453.5,188.5,33.5,49
25-05-2024 15:00,79.5,259.5,436,147.5,34,48.5
25-05-2024 16:00,70.5,223,435,140.5,34,46.5
25-05-2024 17:00,64,197,426.5,162,34,45.5
25-05-2024 18:00,51.5,152,445,236.5,35,43
25-05-2024 19:00,54.5,164,465,292,35,40.5
25-05-2024 20:00,67.5,204.5,463.5,271.5,34.5,40.5
25-05-2024 21:00,71,224,479,345,35,39.5
25-05-2024 22:00,62.5,194,483.5,338.5,34.5,39.5
25-05-2024 23:00,58.5,177,487,399.5,34,40
26-05-2024 00:00,54,160,485.5,482,34,39.5
26-05-2024 01:00,48,138.5,444,192.5,34,39.5
26-05-2024 02:00,47.5,136,452,266.5,34,40
26-05-2024 03:00,50.5,148,463.5,394.5,34,41
26-05-2024 04:00,65.5,202.5,466.5,428,34,41
26-05-2024 05:00,64.5,200,457.5,334.5,33.5,41
26-05-2024 06:00,73.5,231,472.5,625.5,33.5,41.5
26-05-2024 07:00,102.5,324,503.5,517,33.5,41
26-05-2024 08:00,103.5,329.5,484,363,33,42.5
26-05-2024 09:00,231,445,491,799,32,43.5
26-05-2024 10:00,87,286,448.5,145.5,32,43.5
26-05-2024 11:00,68.5,218.5,444,80.5,33,41.5
26-05-2024 12:00,63.5,196,429.5,51,33,40.5
26-05-2024 13:00,52.5,156,428.5,68.5,33,39
26-05-2024 14:00,47,133,431.5,69.5,34,39
26-05-2024 15:00,48,139,426,74,34,39
26-05-2024 16:00,45,123.5,423.5,76.5,34,39
26-05-2024 17:00,45,124.5,424.5,100,34.5,39
26-05-2024 18:00,54.5,165,437.5,170,35,39
26-05-2024 19:00,58,170,451,286.5,35.5,39
26-05-2024 20:00,78,253,489.5,607.5,36,40
26-05-2024 21:00,90,296,528,830,36,41
26-05-2024 22:00,105.5,326.5,545,1446,36,40.5
26-05-2024 23:00,94.5,305.5,525,1101.5,35,41
27-05-2024 00:00,83,279.5,487.5,682,35,41
27-05-2024 01:00,88,292,462.5,407.5,35,40.5
27-05-2024 02:00,96.5,312,444.5,386.5,35,40
27-05-2024 03:00,88.5,295.5,433,275,35,40
27-05-2024 04:00,82,274,430,251,34.5,40
27-05-2024 05:00,82.5,277,432.5,293,34,40
27-05-2024 06:00,81.5,269,443.5,333,34,40.5
27-05-2024 07:00,90,295,486,443,34,39.5
27-05-2024 08:00,90.5,296.5,458,281.5,34,41
27-05-2024 09:00,95,308.5,448,244,34,41
27-05-2024 10:00,83,276.5,453,173,33.5,41.5
27-05-2024 11:00,91,301,449,144,34,39.5
27-05-2024 12:00,84.5,283.5,433.5,121.5,34,39
27-05-2024 13:00,66,208.5,433.5,71,34,38.5
27-05-2024 14:00,56.5,171,427.5,93.5,34,38.5
27-05-2024 15:00,55,164,425,77.5,34.5,37.5
27-05-2024 16:00,45.5,125,417,86.5,35,37
27-05-2024 17:00,43,115.5,416,99.5,35,37
27-05-2024 18:00,39.5,101,428,223.5,35,36
27-05-2024 19:00,75.5,242,469,413.5,35,37
27-05-2024 20:00,79,258,459,390,35,39
27-05-2024 21:00,88.5,294,504.5,975.5,36,39.5
27-05-2024 22:00,92,302,520.5,915.5,36,40.5
27-05-2024 23:00,89,294,484.5,693.5,36,39
28-05-2024 00:00,110,336,492.5,799.5,35,39.5
28-05-2024 01:00,118.5,343,467,707,35,39
28-05-2024 02:00,88,292.5,435.5,373,35,39
28-05-2024 03:00,89,295,443,401.5,35,39.5
28-05-2024 04:00,86,287.5,440.5,432.5,35,40
28-05-2024 05:00,86.5,288,446.5,412,34.5,40.5
28-05-2024 06:00,86,287,472.5,465,34.5,40.5
28-05-2024 07:00,96.5,308.5,496,317,33.5,43
28-05-2024 08:00,89.5,296,459.5,254.5,34,42.5
28-05-2024 09:00,85,282.5,466,201.5,33.5,44
28-05-2024 10:00,66,205.5,442,175,34,38.5
28-05-2024 11:00,60,184,439.5,115,34,35
28-05-2024 12:00,59,179,437.5,259.5,34,34
28-05-2024 13:00,61,186.5,422,102.5,34.5,33.5
28-05-2024 14:00,41.5,109.5,426,97,35,33.5
28-05-2024 15:00,37,91,415.5,112,35,33.5
28-05-2024 16:00,36,73,416,94.5,35,32.5
28-05-2024 17:00,64,128,418.5,105,35.5,31
28-05-2024 18:00,47,75.5,457.5,202,36,28.5
28-05-2024 19:00,57,106,489,322.5,36,31
28-05-2024 20:00,79.5,177.5,457.5,330.5,35.5,34
28-05-2024 21:00,93,218.5,461.5,449.5,36,32
28-05-2024 22:00,86,196,461.5,462,36,33
28-05-2024 23:00,107,261.5,462.5,632.5,35,34
29-05-2024 00:00,134.5,314.5,434.5,378,35,32.5
29-05-2024 01:00,96,227,545,596,35,31.5
29-05-2024 02:00,91,214.5,545.5,616.5,35,31
29-05-2024 03:00,84,191.5,456.5,207.5,35,30
29-05-2024 04:00,81,182.5,465.5,298.5,35,29.5
29-05-2024 05:00,84,190,483,307.5,35,30.5
29-05-2024 06:00,71.5,153,468.5,198,35,32.5
29-05-2024 07:00,79.5,177,447,224,35,32.5
29-05-2024 08:00,83,188,447,147,35,32
29-05-2024 09:00,,,,,,
29-05-2024 10:00,,,,,,
29-05-2024 11:00,,,,,,
29-05-2024 12:00,62,132,413.5,164.5,35.5,40.5
29-05-2024 13:00,66.5,145.5,418,152.5,36,40
29-05-2024 14:00,61,126,410,133.5,36,39.5
29-05-2024 15:00,56,109.5,412.5,111,36,38.5
29-05-2024 16:00,52.5,98,422,107,36.5,37
29-05-2024 17:00,53,102.5,417.5,140.5,37,36
29-05-2024 18:00,59.5,119.5,416,220.5,36.5,38
29-05-2024 19:00,54.5,97.5,425.5,359.5,36.5,37.5
29-05-2024 20:00,60.5,115,434.5,261.5,37,37
29-05-2024 21:00,68,142.5,440,372.5,36,38
29-05-2024 22:00,74,162.5,468,380,36,37
29-05-2024 23:00,80.5,181,459.5,434,36,37.5
30-05-2024 00:00,80,180,439,383,35,38
30-05-2024 01:00,65,135,427,309,35,37
