Date,Mariyam_pm25,Mariyam_pm10,Mariyam_aqi,Robin_pm25,Robin_pm10,Robin_aqi,Piyush_pm25,Piyush_pm10,Piyush_aqi,Abhishek_pm25,Abhishek_pm10,Abhishek_aqi,Lakshmi_pm25,Lakshmi_pm10,Lakshmi_aqi,Surendar_pm25,Surendar_pm10,Surendar_aqi
21-05-2024,69.14583333,214.6666667,178.8229167,70.875,227.38541666666663,188.0833333333333,57.958333333333336,177.88541666666666,153.13541666666666,78.85416666666667,225.47916666666663,194.13541666666663,67.67708333333333,226.82291666666663,188.9895833333333,78.67708333333333,256.1458333333333,210.42708333333334
22-05-2024,76.78125,246.28125,202.9375,87.07291666666667,254.65625,215.4270833333333,61.38541666666666,193.2708333333333,163.65625,80.32291666666667,230.6458333333333,200.3020833333333,74.61458333333333,258.21875,209.7708333333333,85.10416666666667,282.0833333333333,232.25
23-05-2024,64.23958333,196.09375,164.9895833,67.48958333333333,208.6770833333333,177.55208333333334,51.364583333333336,150.0,133.75,49.78125,141.64583333333334,127.86458333333331,62.84375,205.65625,171.65625,74.25,238.20833333333334,195.70833333333334
24-05-2024,64.97916667,197.3854167,165.3333333,65.29166666666667,205.4375,172.79166666666666,50.708333333333336,145.625,131.10416666666666,53.333333333333336,149.66666666666666,135.84375,63.270833333333336,208.6875,172.75,74.15625,237.21875,194.55208333333334
25-05-2024,63.17708333,193.15625,164.2708333,72.21875,230.35416666666663,191.84375,64.35416666666667,206.44791666666663,173.96875,68.94791666666667,180.41666666666663,169.3125,67.23958333333333,226.94791666666663,188.03125,78.91666666666667,253.83333333333334,211.64583333333334
26-05-2024,56.5625,170.6354167,150.5,66.01041666666667,200.0,171.65625,54.85416666666666,150.51041666666666,135.375,46.677083333333336,129.34375,118.89583333333331,65.48958333333333,192.79166666666663,170.64583333333334,74.66666666666667,220.35416666666666,189.625
27-05-2024,69.16666667,216.7708333,181.1354167,80.33333333333333,229.8958333333333,197.63541666666663,63.66666666666666,201.47916666666663,171.375,52.645833333333336,158.5625,140.20833333333334,70.22916666666667,222.4270833333333,189.5625,78.25,252.94791666666666,212.0625
28-05-2024,85.23958333,255.5520833,217.2083333,83.05208333333333,212.4895833333333,189.8020833333333,68.33333333333333,185.29166666666663,165.02083333333334,57.71875,157.46875,138.55208333333334,67.89583333333333,200.2083333333333,170.78125,76.79166666666667,216.1875,190.04166666666666
29-05-2024,74.625,171.1770833,157.03125,67.59375,140.53125,131.94791666666666,57.94791666666666,107.55208333333331,107.02083333333331,55.15625,100.26041666666669,99.13541666666669,62.239583333333336,133.55208333333334,122.44791666666669,70.9753086419753,153.6172839506173,144.3827160493827
30-05-2024,65.65625,149.1979167,136.125,58.145833333333336,119.71875,111.84375,46.51041666666666,81.97916666666667,83.48958333333333,44.520833333333336,79.625,79.14583333333333,50.94791666666666,109.22916666666669,102.95833333333331,57.916666666666664,122.60416666666667,115.04166666666667
31-05-2024,76.10416667,185.375,172.2291667,71.72916666666667,163.47916666666666,152.77083333333334,57.54166666666666,123.08333333333331,116.59375,43.989583333333336,88.5625,85.10416666666667,64.39583333333333,148.38541666666666,136.86458333333334,70.73958333333333,162.21875,152.4375
