CreatedDate,Pm2.5,Pm10
30-04-2024 03:00,46.5,189.25
30-04-2024 04:00,34.5,161.75
30-04-2024 05:00,38.25,163.5
30-04-2024 06:00,40,160.75
30-04-2024 07:00,51.5,191.75
30-04-2024 08:00,63.25,240.75
30-04-2024 09:00,94.75,304.25
30-04-2024 10:00,66.75,255.25
30-04-2024 11:00,55.25,235.25
30-04-2024 12:00,48,255
30-04-2024 13:00,42.5,280.75
30-04-2024 14:00,44,262.5
30-04-2024 15:00,43.5,249.75
30-04-2024 16:00,41.75,254
30-04-2024 17:00,41,233
30-04-2024 18:00,38.25,233
30-04-2024 19:00,32,244.25
30-04-2024 20:00,39.75,278
30-04-2024 21:00,47.75,297.75
30-04-2024 22:00,60.25,356.75
30-04-2024 23:00,76,352.75
,,
,,
