CreatedDate,pm25_1201240085,pm10_1201240085,co2_1201240085,voc_1201240085
29-04-2024 04:00,31,83,788.5,803.5
29-04-2024 05:00,33,86.5,772.5,799.5
29-04-2024 06:00,38.5,105,821,887.5
29-04-2024 07:00,48.5,134,781.5,840.5
29-04-2024 08:00,62,158.5,677.5,516
29-04-2024 09:00,75,170,651,355.5
29-04-2024 10:00,72,167,594.5,150.5
29-04-2024 11:00,276.5,401.5,727,209
29-04-2024 12:00,70.5,163,594.5,67
29-04-2024 13:00,53,138.5,607,66.5
29-04-2024 14:00,33,88.5,533.5,62.5
29-04-2024 15:00,27.5,73.5,596,177.5
29-04-2024 16:00,26.5,68.5,690,268
29-04-2024 17:00,24,63,619.5,112
29-04-2024 18:00,20,51.5,647,117.5
29-04-2024 19:00,21,56,745.5,202.5
29-04-2024 20:00,354,488,841,324
29-04-2024 21:00,139,253,866.5,301
29-04-2024 22:00,47,122,636.5,175.5
29-04-2024 23:00,28,75,526.5,106.5
30-04-2024 00:00,23,62.5,511,103
30-04-2024 01:00,24.5,65.5,517.5,125.5
30-04-2024 02:00,33,88,506.5,201.5
30-04-2024 03:00,29.5,78.5,503.5,233.5
30-04-2024 04:00,26,68.5,494,197.5
30-04-2024 05:00,26,68.5,498,708
30-04-2024 06:00,29,78,510,338
30-04-2024 07:00,29.5,79,516.5,202
30-04-2024 08:00,59,153,524,237
30-04-2024 09:00,63.5,160.5,464,56
30-04-2024 10:00,47.5,134.5,426.5,34.5
30-04-2024 11:00,37,101,501.5,64
30-04-2024 12:00,38.5,106,560,119.5
30-04-2024 13:00,28,75,473.5,64
30-04-2024 14:00,22,58.5,607,88.5
30-04-2024 15:00,19,48,676.5,116.5
30-04-2024 16:00,18,43,652.5,115.5
30-04-2024 17:00,16,38,736,236.5
30-04-2024 18:00,16.5,40,790,320
30-04-2024 19:00,44,117,798,357.5
30-04-2024 20:00,27,73,543,162.5
30-04-2024 21:00,28,75,503.5,275
30-04-2024 22:00,29,78,642.5,517
30-04-2024 23:00,38,104,550.5,410.5
,,,,
,,,,
