CreatedDate,pm25_Surender: Living room,pm10_Surender: Living room,aqi_Surender: Living room
18-05-2024 01:15,103,324,274
18-05-2024 01:30,105,329,279
18-05-2024 01:45,106,332,282
18-05-2024 02:00,107,335,285
18-05-2024 02:15,107,335,285
18-05-2024 02:30,104,327,277
18-05-2024 02:45,104,326,276
18-05-2024 03:00,103,325,275
18-05-2024 03:15,104,327,277
18-05-2024 03:30,101,322,272
18-05-2024 03:45,100,319,269
18-05-2024 04:00,98,316,266
18-05-2024 04:15,99,316,266
18-05-2024 04:30,101,320,270
18-05-2024 04:45,100,319,269
18-05-2024 05:00,103,325,275
18-05-2024 05:15,105,330,280
18-05-2024 05:30,105,328,278
18-05-2024 05:45,107,336,286
18-05-2024 06:00,103,325,275
18-05-2024 06:15,106,331,281
18-05-2024 06:30,110,340,290
18-05-2024 06:45,119,349,299
18-05-2024 07:00,124,354,305
18-05-2024 07:15,118,348,298
18-05-2024 07:30,120,350,300
18-05-2024 07:45,115,345,295
18-05-2024 08:00,104,328,278
18-05-2024 08:15,99,317,267
18-05-2024 08:30,90,299,249
18-05-2024 08:45,88,291,241
18-05-2024 09:00,87,289,239
18-05-2024 09:15,87,292,242
18-05-2024 09:30,88,293,243
18-05-2024 09:45,94,306,256
18-05-2024 10:00,99,317,267
18-05-2024 10:15,92,305,255
18-05-2024 10:30,91,301,251
18-05-2024 10:45,96,310,260
18-05-2024 11:00,97,312,262
18-05-2024 11:15,95,309,259
18-05-2024 11:30,100,320,270
18-05-2024 11:45,97,312,262
18-05-2024 12:00,88,293,243
18-05-2024 12:15,89,295,245
18-05-2024 12:30,88,291,241
18-05-2024 12:45,83,279,229
18-05-2024 13:00,82,275,225
18-05-2024 13:15,85,286,236
18-05-2024 13:30,83,279,229
18-05-2024 13:45,71,227,185
18-05-2024 14:00,66,206,171
18-05-2024 14:15,83,274,224
18-05-2024 14:30,66,207,171
18-05-2024 14:45,61,187,158
18-05-2024 15:00,60,184,156
18-05-2024 15:15,62,191,161
18-05-2024 15:30,61,186,157
18-05-2024 15:45,64,198,165
18-05-2024 16:00,64,198,165
18-05-2024 16:15,59,178,152
18-05-2024 16:30,63,195,163
18-05-2024 16:45,63,195,163
18-05-2024 17:00,58,178,152
18-05-2024 17:15,59,180,153
18-05-2024 17:30,74,238,192
18-05-2024 17:45,79,265,215
18-05-2024 18:00,57,172,148
18-05-2024 18:15,50,146,131
18-05-2024 18:30,56,170,147
18-05-2024 18:45,65,202,168
18-05-2024 19:00,65,202,168
18-05-2024 19:15,65,203,169
18-05-2024 19:30,64,200,167
18-05-2024 19:45,75,241,194
18-05-2024 20:00,73,230,187
18-05-2024 20:15,76,244,196
18-05-2024 20:30,75,239,193
18-05-2024 20:45,88,292,242
18-05-2024 21:00,80,263,213
18-05-2024 21:15,75,240,193
18-05-2024 21:30,73,232,188
18-05-2024 21:45,86,285,235
18-05-2024 22:00,82,275,225
18-05-2024 22:15,82,276,226
18-05-2024 22:30,80,268,218
18-05-2024 22:45,84,282,232
18-05-2024 23:00,84,282,232
18-05-2024 23:15,84,283,233
18-05-2024 23:30,82,275,225
18-05-2024 23:45,82,276,226
19-05-2024 00:00,81,274,224
19-05-2024 00:15,82,278,228
19-05-2024 00:30,83,280,230
19-05-2024 00:45,81,272,222
19-05-2024 01:00,79,257,207
19-05-2024 01:15,78,254,204
19-05-2024 01:30,78,253,203
19-05-2024 01:45,76,247,198
19-05-2024 02:00,75,241,194
19-05-2024 02:15,76,247,198
19-05-2024 02:30,77,250,200
19-05-2024 02:45,78,252,202
19-05-2024 03:00,79,256,206
19-05-2024 03:15,79,261,211
19-05-2024 03:30,81,273,223
19-05-2024 03:45,83,282,232
19-05-2024 04:00,85,285,235
19-05-2024 04:15,89,296,246
19-05-2024 04:30,90,298,248
19-05-2024 04:45,88,293,243
19-05-2024 05:00,89,296,246
19-05-2024 05:15,96,310,260
19-05-2024 05:30,97,313,263
19-05-2024 05:45,96,311,261
19-05-2024 06:00,96,311,261
19-05-2024 06:15,103,323,273
19-05-2024 06:30,153,384,342
19-05-2024 06:45,126,356,308
19-05-2024 07:00,110,340,290
19-05-2024 07:15,106,337,287
19-05-2024 07:30,107,339,289
19-05-2024 07:45,108,340,290
19-05-2024 08:00,109,343,293
19-05-2024 08:15,107,338,288
19-05-2024 08:30,107,337,287
19-05-2024 08:45,105,330,280
19-05-2024 09:00,101,322,272
19-05-2024 09:15,112,342,292
19-05-2024 09:30,127,357,309
19-05-2024 09:45,143,371,326
19-05-2024 10:00,710,926,1020
19-05-2024 10:15,504,679,711
19-05-2024 10:30,652,977,1084
19-05-2024 10:45,128,357,309
19-05-2024 11:00,100,319,269
19-05-2024 11:15,88,294,244
19-05-2024 11:30,93,304,254
19-05-2024 11:45,84,280,230
19-05-2024 12:00,65,201,167
19-05-2024 12:15,74,238,192
19-05-2024 12:30,77,248,199
19-05-2024 12:45,72,228,185
19-05-2024 13:00,67,211,174
19-05-2024 13:15,67,209,173
19-05-2024 13:30,53,159,139
19-05-2024 13:45,48,139,126
19-05-2024 14:00,46,131,121
19-05-2024 14:15,47,134,123
19-05-2024 14:30,42,114,109
19-05-2024 14:45,44,122,115
19-05-2024 15:00,37,91,91
19-05-2024 15:15,37,92,92
19-05-2024 15:30,37,91,91
19-05-2024 15:45,38,96,96
19-05-2024 16:00,37,88,88
19-05-2024 16:15,37,90,90
19-05-2024 16:30,37,88,88
19-05-2024 16:45,37,89,89
19-05-2024 17:00,36,85,85
19-05-2024 17:15,38,96,96
19-05-2024 17:30,67,211,174
19-05-2024 17:45,77,249,199
19-05-2024 18:00,69,216,177
19-05-2024 18:15,60,183,155
19-05-2024 18:30,51,152,135
19-05-2024 18:45,48,140,127
19-05-2024 19:00,46,131,121
19-05-2024 19:15,45,126,117
19-05-2024 19:30,45,126,117
19-05-2024 19:45,51,152,135
19-05-2024 20:00,58,178,152
19-05-2024 20:15,69,218,179
19-05-2024 20:30,61,189,159
19-05-2024 20:45,59,182,155
19-05-2024 21:00,62,190,160
19-05-2024 21:15,70,224,183
19-05-2024 21:30,55,163,142
19-05-2024 21:45,53,157,138
19-05-2024 22:00,56,169,146
19-05-2024 22:15,55,166,144
19-05-2024 22:30,59,179,153
19-05-2024 22:45,57,176,151
19-05-2024 23:00,56,171,147
19-05-2024 23:15,55,167,145
19-05-2024 23:30,55,167,145
19-05-2024 23:45,60,185,157
20-05-2024 00:00,65,204,169
20-05-2024 00:15,59,182,155
